x0,x1,x2,x3,x4,t,y
-2.1966545936108846,1.353900144031078,-1.3980144477330305,-1.7138880424163128,-0.669324941599207,1.0,12.10092670206278
0.6193071053725074,-0.03483849192490857,-0.038026009498968366,0.15853173171219775,1.0855783689377083,1.0,0.42924068634277085
0.1146665041030064,0.5738666142694477,0.5315853328600623,-1.3231971634105344,-1.3461592952122527,0.0,1.06222988700357
-0.7829745254585241,1.20219763089672,-1.046304590108376,-1.0525000866617749,0.22004780721857234,0.0,2.46994873444876
0.8731836671475003,1.3211275044187327,0.22711514652211864,-0.5524266661574894,1.0754894678434062,1.0,8.41832301198951
2.3052394011047976,0.32871172260199283,0.20735839074293652,1.150577524248374,1.4527569702265957,1.0,8.514884100574786
-0.21221072850968867,-0.22956847297144378,0.4927524775634889,-0.4370993843769721,0.7634111785012994,1.0,-0.5527128314523994
-0.4356627476200801,-0.46977580359136756,-0.12877085327339968,-0.73982413935881,0.2919544998533394,1.0,2.1042863938505896
0.8011397455581901,0.5040828931279265,-0.5958758997600844,0.7328231654244272,-0.7115751024686928,0.0,4.1556731416236925
-2.9632659795023883,1.0536017651075105,-0.010011900893325945,1.0857730073376899,-0.6283078715513486,0.0,-5.03387882812334
-0.3286457296562672,-0.9047519813600327,-0.14954707130986067,-1.2853972940483918,-0.3239846159137206,0.0,0.7652313483905471
-1.2225486999465354,1.3411299497661588,4.4935789338458075e-06,0.8799355853658151,-1.7761970072443178,1.0,6.943096150781542
-0.2771401642539381,-1.8786678284883496,0.7250397530987647,-0.6141599082147835,0.43538770645837716,1.0,-2.302279820823611
-2.0006632817265255,0.13814113025995536,1.3834380569782967,-0.7553979129295326,0.5398537851219416,0.0,-6.04462084373985
-0.022870477767156592,1.6675672352757562,0.30381853051739605,0.8348558054563342,0.5611706908380646,1.0,5.823038776093738
0.2073296909393444,-2.0550682978358528,-0.05022706654093837,0.7800298948992789,-0.5520034742081823,0.0,-0.885058130922063
0.8357547067962822,0.9795470438165714,1.0638716824840082,-0.21638882749566915,0.9972432680942274,0.0,0.11430637420587098
1.4980704037803667,0.40419016384796763,0.4676894150223636,-1.54376530242523,-1.91938002512085,1.0,12.72805535976719
-0.005888514968909851,0.3258155454070304,0.7555877537028576,0.713325177966552,0.7218288110073157,0.0,-3.390496565907934
-0.004812794678680286,-1.5053206084552173,0.05657779400104352,0.8895530948261937,0.47781952772566016,1.0,-1.1715940032257606
-0.9366319558083654,2.0138093483046786,0.3779553868460417,0.42210927816971944,1.6991183822896299,1.0,4.980733886859191
-0.044785744096304474,0.32856467765187897,-0.5375908660806455,0.6501814995086385,0.801975275711612,0.0,1.1005673698051066
1.2336202579359563,1.203271451519166,-1.5964476763708293,0.5057647003754198,-0.04834178123829717,0.0,3.4048848280835045
0.07013879214704477,-0.14179940464280394,-0.3701967993142016,-1.0525986564170324,0.35848542862172017,1.0,0.03181227023376354
1.0140461631151103,0.3933821734708353,-0.0899145207196932,-1.5465651431639256,1.7537427709533355,1.0,9.812352391047396
